Road,Home,Road_score,Home_score,Home_w,margin,Date
Pacific,San Diego,56,53,0,3,2017-01-05
Gonzaga,San Francisco,95,80,0,15,2017-01-05
Portland,Santa Clara,42,70,1,-28,2017-01-05
Stanford,USC,56,72,1,-16,2017-01-05
UTSA,Southern Miss,59,77,1,-18,2017-01-05
Southeast Missouri State,Tennessee State,62,65,1,-3,2017-01-05
Austin Peay,Tennessee Tech,67,76,1,-9,2017-01-05
California,UCLA,71,81,1,-10,2017-01-05
Fairleigh Dickinson,Wagner,70,69,0,1,2017-01-05
Charlotte,Western Kentucky,80,82,1,-2,2017-01-05
Elon,William & Mary,85,88,1,-3,2017-01-05
Cleveland State,Wright State,51,55,1,-4,2017-01-05
Western Michigan,Akron,59,66,1,-7,2017-01-06
Rhode Island,Dayton,64,67,1,-3,2017-01-06
Milwaukee,Green Bay,74,80,1,-6,2017-01-06
Detroit,UIC,64,78,1,-14,2017-01-06
Rider,Marist,73,62,0,11,2017-01-06
Iona,Monmouth,74,92,1,-18,2017-01-06
Kent State,Ohio,67,85,1,-18,2017-01-06
Oakland,Valparaiso,78,66,0,12,2017-01-06
Stephen F. Austin,Abilene Christian,60,69,1,-9,2017-01-07
Vanderbilt,Alabama,56,59,1,-3,2017-01-07
Little Rock,Appalachian State,76,68,0,8,2017-01-07
Colorado,Arizona,73,82,1,-9,2017-01-07
Utah,Arizona State,88,82,0,6,2017-01-07
Alabama State,Arkansas-Pine Bluff,63,71,1,-8,2017-01-07
Ole Miss,Auburn,88,85,0,3,2017-01-07
Bowling Green State,Ball State,76,71,0,5,2017-01-07
Oklahoma State,Baylor,57,61,1,-4,2017-01-07
Southeast Missouri State,Belmont,75,87,1,-12,2017-01-07
Morgan State,Bethune-Cookman,69,63,0,6,2017-01-07
San Diego State,Boise State,66,78,1,-12,2017-01-07
Loyola (IL),Bradley,78,62,0,16,2017-01-07
Pacific,BYU,62,91,1,-29,2017-01-07
Seattle,Cal State Bakersfield,71,78,1,-7,2017-01-07
Cal State Northridge,Cal State Fullerton,70,65,0,5,2017-01-07
Cal Poly,UC-Davis,64,68,1,-4,2017-01-07
Hawaii,UC-Irvine,56,84,1,-28,2017-01-07
Mount St. Mary's,Central Connecticut,77,68,0,9,2017-01-07
Furman,Chattanooga,64,80,1,-16,2017-01-07
New Mexico State,Chicago State,78,62,0,16,2017-01-07
VMI,Citadel,74,79,1,-5,2017-01-07
Arkansas State,Coastal Carolina,65,80,1,-15,2017-01-07
Hofstra,College of Charleston,71,77,1,-6,2017-01-07
Air Force,Colorado State,58,85,1,-27,2017-01-07
Howard,Columbia,48,66,1,-18,2017-01-07
Harvard,Dartmouth,74,58,0,16,2017-01-07
UNC Wilmington,Delaware,91,81,0,10,2017-01-07
Boston College,Duke,82,93,1,-11,2017-01-07
Eastern Illinois,Eastern Kentucky,74,60,0,14,2017-01-07
Buffalo,Eastern Michigan,77,68,0,9,2017-01-07
Montana,Eastern Washington,65,59,0,6,2017-01-07
Towson,Elon,61,72,1,-11,2017-01-07
Bryant,Fairleigh Dickinson,84,87,1,-3,2017-01-07
Tennessee,Florida,70,83,1,-13,2017-01-07
Coppin State,Florida A&M,53,54,1,-1,2017-01-07
Florida International,Florida Atlantic,64,73,1,-9,2017-01-07
Virginia Tech,Florida State,78,93,1,-15,2017-01-07
St. Joseph's,Fordham,70,55,0,15,2017-01-07
Charleston Southern,Gardner-Webb,75,79,1,-4,2017-01-07
Butler,Georgetown,85,76,0,9,2017-01-07
Missouri,Georgia,66,71,1,-5,2017-01-07
Troy,Georgia Southern,82,86,1,-4,2017-01-07
South Alabama,Georgia State,77,78,1,-1,2017-01-07
Louisville,Georgia Tech,65,50,0,15,2017-01-07
Southern,Grambling,87,79,0,8,2017-01-07
Utah Valley,Grand Canyon,72,82,1,-10,2017-01-07
Cincinnati,Houston,67,58,0,9,2017-01-07
McNeese State,Houston Baptist,49,60,1,-11,2017-01-07
Montana State,Idaho,81,83,1,-2,2017-01-07
New Orleans,Incarnate Word,87,72,0,15,2017-01-07
Illinois,Indiana,80,96,1,-16,2017-01-07
Illinois State,Indiana State,77,58,0,19,2017-01-07
Texas,Iowa State,70,79,1,-9,2017-01-07
Denver,Purdue-Fort Wayne,83,87,1,-4,2017-01-07
North Florida,Jacksonville,80,64,0,16,2017-01-07
Austin Peay,Jacksonville State,68,71,1,-3,2017-01-07
Texas Tech,Kansas,68,85,1,-17,2017-01-07
Oklahoma,Kansas State,64,75,1,-11,2017-01-07
Arkansas,Kentucky,71,97,1,-26,2017-01-07
Duquesne,La Salle,81,88,1,-7,2017-01-07
Southeastern Louisiana,Lamar,54,74,1,-20,2017-01-07
Campbell,Liberty,54,61,1,-7,2017-01-07
Kennesaw State,Lipscomb,79,82,1,-3,2017-01-07
UC-Riverside,Long Beach State,64,70,1,-6,2017-01-07
Louisiana-Monroe,Louisiana,60,69,1,-9,2017-01-07
Mississippi State,LSU,95,78,0,17,2017-01-07
UTSA,Louisiana Tech,69,68,0,1,2017-01-07
Santa Clara,Loyola Marymount,56,66,1,-10,2017-01-07
Charlotte,Marshall,93,110,1,-17,2017-01-07
ETSU,Mercer,67,58,0,9,2017-01-07
Maryland,Michigan,77,70,0,7,2017-01-07
Alabama A&M,Mississippi Valley State,79,76,0,3,2017-01-07
Texas-Rio Grande Valley,UMKC,79,83,1,-4,2017-01-07
Southern Illinois,Missouri State,75,67,0,8,2017-01-07
SIU-Edwardsville,Morehead State,65,73,1,-8,2017-01-07
Nevada,New Mexico,105,104,0,1,2017-01-07
High Point,UNC Asheville,58,88,1,-30,2017-01-07
Delaware State,North Carolina A&T,55,53,0,2,2017-01-07
Western Carolina,UNC Greensboro,57,76,1,-19,2017-01-07
Southern Utah,North Dakota,65,95,1,-30,2017-01-07
Middle Tennessee,North Texas,79,68,0,11,2017-01-07
James Madison,Northeastern,54,64,1,-10,2017-01-07
Northern Arizona,Northern Colorado,79,83,1,-4,2017-01-07
Central Michigan,Northern Illinois,83,87,1,-4,2017-01-07
Cleveland State,Northern Kentucky,75,83,1,-8,2017-01-07
Clemson,Notre Dame,70,75,1,-5,2017-01-07
Michigan State,Penn State,63,72,1,-9,2017-01-07
San Diego,Pepperdine,76,68,0,8,2017-01-07
Sacramento State,Portland State,76,83,1,-7,2017-01-07
Texas Southern,Prairie View,87,82,0,5,2017-01-07
Radford,Presbyterian,76,63,0,13,2017-01-07
Penn,Princeton,52,61,1,-9,2017-01-07
Creighton,Providence,78,64,0,14,2017-01-07
Manhattan,Quinnipiac,72,81,1,-9,2017-01-07
Alabama-Birmingham,Rice,88,81,0,7,2017-01-07
St. Francis (NY),Robert Morris,58,62,1,-4,2017-01-07
LIU-Brooklyn,Saint Francis (PA),83,70,0,13,2017-01-07
Nicholls State,Sam Houston State,61,74,1,-13,2017-01-07
Saint Mary's,San Francisco,63,52,0,11,2017-01-07
Fresno State,San Jose State,62,69,1,-7,2017-01-07
DePaul,Seton Hall,56,87,1,-31,2017-01-07
St. Peter's,Siena,54,56,1,-2,2017-01-07
Texas A&M,South Carolina,68,79,1,-11,2017-01-07
NJIT,USC Upstate,65,75,1,-10,2017-01-07
IUPUI,South Dakota,74,85,1,-11,2017-01-07
Omaha,South Dakota State,101,93,0,8,2017-01-07
South Florida,SMU,65,84,1,-19,2017-01-07
UTEP,Southern Miss,65,73,1,-8,2017-01-07
George Mason,St. Bonaventure,72,82,1,-10,2017-01-07
Florida Gulf Coast,Stetson,89,88,0,1,2017-01-07
Pitt,Syracuse,66,77,1,-11,2017-01-07
East Carolina,Temple,62,81,1,-19,2017-01-07
UT-Martin,Tennessee State,65,76,1,-11,2017-01-07
Murray State,Tennessee Tech,67,71,1,-4,2017-01-07
Northwestern State,Texas A&M-Corpus Christi,82,99,1,-17,2017-01-07
Texas-Arlington,Texas State,73,81,1,-8,2017-01-07
Miami (OH),Toledo,76,91,1,-15,2017-01-07
UNLV,Utah State,63,79,1,-16,2017-01-07
Marquette,Villanova,81,93,1,-12,2017-01-07
UMass,VCU,64,81,1,-17,2017-01-07
Sacred Heart,Wagner,64,75,1,-11,2017-01-07
Oregon State,Washington,61,87,1,-26,2017-01-07
Oregon,Washington State,85,66,0,19,2017-01-07
TCU,West Virginia,70,82,1,-12,2017-01-07
Oral Roberts,Western Illinois,71,86,1,-15,2017-01-07
Old Dominion,Western Kentucky,79,67,0,12,2017-01-07
Longwood,Winthrop,65,83,1,-18,2017-01-07
Youngstown State,Wright State,80,75,0,5,2017-01-07
St. John's (NY),Xavier,82,97,1,-15,2017-01-07
Mitchell,Yale,46,102,1,-56,2017-01-07
Loyola (MD),Army,57,66,1,-9,2017-01-08
UMass-Lowell,Binghamton,79,75,0,4,2017-01-08
UCF,UConn,49,64,1,-15,2017-01-08
Fisher College,Cornell,72,100,1,-28,2017-01-08
Evansville,Drake,76,88,1,-12,2017-01-08
Richmond,George Washington,77,70,0,7,2017-01-08
Bucknell,Holy Cross,68,49,0,19,2017-01-08
Oakland,UIC,58,57,0,1,2017-01-08
Canisius,Iona,75,98,1,-23,2017-01-08
Rutgers,Iowa,62,68,1,-6,2017-01-08
Boston University,Lafayette,91,75,0,16,2017-01-08
American,Lehigh,73,79,1,-6,2017-01-08
Maine,UMBC,64,75,1,-11,2017-01-08
Ohio State,Minnesota,68,78,1,-10,2017-01-08
Marist,Monmouth,64,71,1,-7,2017-01-08
Colgate,Navy,55,67,1,-12,2017-01-08
Northwestern,Nebraska,74,66,0,8,2017-01-08
NC State,UNC,56,107,1,-51,2017-01-08
Wichita State,Northern Iowa,80,66,0,14,2017-01-08
Wisconsin,Purdue,55,66,1,-11,2017-01-08
Niagara,Rider,78,89,1,-11,2017-01-08
Davidson,Saint Louis,77,66,0,11,2017-01-08
Wofford,Samford,89,91,1,-2,2017-01-08
California,USC,74,73,0,1,2017-01-08
Albany (NY),Stony Brook,70,72,1,-2,2017-01-08
Memphis,Tulane,80,59,0,21,2017-01-08
Stanford,UCLA,75,89,1,-14,2017-01-08
Detroit,Valparaiso,74,81,1,-7,2017-01-08
Hartford,Vermont,54,85,1,-31,2017-01-08
Wake Forest,Virginia,62,79,1,-17,2017-01-08
Arkansas State,Appalachian State,57,70,1,-13,2017-01-09
Alabama A&M,Arkansas-Pine Bluff,65,81,1,-16,2017-01-09
Coppin State,Bethune-Cookman,76,73,0,3,2017-01-09
Little Rock,Coastal Carolina,63,66,1,-3,2017-01-09
St. John's (NY),Georgetown,55,83,1,-28,2017-01-09
South Alabama,Georgia Southern,79,84,1,-5,2017-01-09
Troy,Georgia State,80,77,0,3,2017-01-09
Alcorn State,Grambling,62,67,1,-5,2017-01-09
Savannah State,Hampton,80,84,1,-4,2017-01-09
Olivet,Purdue-Fort Wayne,60,115,1,-55,2017-01-09
Southern,Jackson State,61,65,1,-4,2017-01-09
Alabama State,Mississippi Valley State,70,73,1,-3,2017-01-09
Maryland-Eastern Shore,North Carolina A&T,99,88,0,11,2017-01-09
Quinnipiac,St. Peter's,54,58,1,-4,2017-01-09
Florida,Alabama,80,67,0,13,2017-01-10
Mississippi State,Arkansas,84,78,0,6,2017-01-10
Miami (OH),Ball State,74,85,1,-11,2017-01-10
Eastern Michigan,Bowling Green State,81,53,0,28,2017-01-10
Ohio,Buffalo,74,72,0,2,2017-01-10
Akron,Central Michigan,89,85,0,4,2017-01-10
Providence,DePaul,63,64,1,-1,2017-01-10
Canisius,Fairfield,86,72,0,14,2017-01-10
Morgan State,Florida A&M,62,59,0,3,2017-01-10
Duke,Florida State,72,88,1,-16,2017-01-10
Northern Kentucky,Green Bay,71,80,1,-9,2017-01-10
McGill,Harvard,45,70,1,-25,2017-01-10
Fort Valley State,Jacksonville State,69,81,1,-12,2017-01-10
Northern Illinois,Kent State,74,70,0,4,2017-01-10
Niagara,Manhattan,69,78,1,-9,2017-01-10
Indiana,Maryland,72,75,1,-3,2017-01-10
Auburn,Missouri,77,72,0,5,2017-01-10
UNLV,New Mexico,71,66,0,5,2017-01-10
Delaware State,North Carolina Central,69,68,0,1,2017-01-10
Kansas,Oklahoma,81,70,0,11,2017-01-10
George Mason,St. Joseph's,75,67,0,8,2017-01-10
San Jose State,San Diego State,61,76,1,-15,2017-01-10
Tennessee Tech,Southeast Missouri State,78,83,1,-5,2017-01-10
Kansas State,Texas Tech,65,66,1,-1,2017-01-10
Kentucky,Vanderbilt,87,81,0,6,2017-01-10
Xavier,Villanova,54,79,1,-25,2017-01-10
Syracuse,Virginia Tech,73,83,1,-10,2017-01-10
Baylor,West Virginia,68,89,1,-21,2017-01-10
Toledo,Western Michigan,74,90,1,-16,2017-01-10
Fresno State,Air Force,72,81,1,-9,2017-01-11
New Hampshire,Albany (NY),75,67,0,8,2017-01-11
Colgate,Army,79,76,0,3,2017-01-11
Vermont,Binghamton,67,50,0,17,2017-01-11
NC State,Boston College,66,74,1,-8,2017-01-11
American,Boston University,66,76,1,-10,2017-01-11
Northern Iowa,Bradley,61,72,1,-11,2017-01-11
Lehigh,Bucknell,82,71,0,11,2017-01-11
Radford,Charleston Southern,64,70,1,-6,2017-01-11
Citadel,Chattanooga,73,83,1,-10,2017-01-11
Temple,UConn,59,73,1,-14,2017-01-11
Butler,Creighton,64,75,1,-11,2017-01-11
Fordham,Davidson,60,54,0,6,2017-01-11
Western Illinois,Denver,70,84,1,-14,2017-01-11
Indiana State,Drake,70,87,1,-17,2017-01-11
Saint Louis,Duquesne,66,73,1,-7,2017-01-11
Houston,East Carolina,74,58,0,16,2017-01-11
Campbell,Gardner-Webb,76,60,0,16,2017-01-11
UMBC,Hartford,84,68,0,16,2017-01-11
Liberty,High Point,62,58,0,4,2017-01-11
Lafayette,Holy Cross,54,71,1,-17,2017-01-11
Michigan,Illinois,69,85,1,-16,2017-01-11
Omaha,IUPUI,79,71,0,8,2017-01-11
Alcorn State,Jackson State,63,50,0,13,2017-01-11
Incarnate Word,Lamar,72,87,1,-15,2017-01-11
Cal State Northridge,Long Beach State,89,82,0,7,2017-01-11
Pitt,Louisville,80,85,1,-5,2017-01-11
Navy,Loyola (MD),75,62,0,13,2017-01-11
UMass-Lowell,Maine,71,73,1,-2,2017-01-11
Seton Hall,Marquette,86,89,1,-3,2017-01-11
Dayton,UMass,55,67,1,-12,2017-01-11
Minnesota,Michigan State,47,65,1,-18,2017-01-11
Georgia,Ole Miss,69,47,0,22,2017-01-11
Evansville,Missouri State,51,55,1,-4,2017-01-11
Savannah State,Norfolk State,76,80,1,-4,2017-01-11
Longwood,UNC Asheville,68,89,1,-21,2017-01-11
Maryland-Eastern Shore,North Carolina Central,52,69,1,-17,2017-01-11
Iowa State,Oklahoma State,96,86,0,10,2017-01-11
St. Bonaventure,Richmond,61,78,1,-17,2017-01-11
Mercer,Samford,68,65,0,3,2017-01-11
North Dakota State,South Dakota,70,69,0,1,2017-01-11
Tulane,South Florida,82,67,0,15,2017-01-11
Illinois State,Southern Illinois,60,53,0,7,2017-01-11
Texas A&M-Corpus Christi,Stephen F. Austin,46,79,1,-33,2017-01-11
South Carolina,Tennessee,70,60,0,10,2017-01-11
TCU,Texas,64,61,0,3,2017-01-11
LSU,Texas A&M,62,92,1,-30,2017-01-11
Memphis,Tulsa,71,81,1,-10,2017-01-11
George Washington,VCU,55,85,1,-30,2017-01-11
UNC,Wake Forest,93,87,0,6,2017-01-11
Loyola (IL),Wichita State,75,87,1,-12,2017-01-11
Presbyterian,Winthrop,52,75,1,-23,2017-01-11
Utah State,Wyoming,87,95,1,-8,2017-01-11
Southeastern Louisiana,Abilene Christian,56,50,0,6,2017-01-12
Western Kentucky,Alabama-Birmingham,54,72,1,-18,2017-01-12
Arizona State,Arizona,75,91,1,-16,2017-01-12
San Francisco,BYU,75,85,1,-10,2017-01-12
Wagner,Bryant,66,77,1,-11,2017-01-12
Cal State Fullerton,Cal Poly,87,74,0,13,2017-01-12
Washington,California,59,69,1,-10,2017-01-12
UC-Davis,UC-Riverside,55,61,1,-6,2017-01-12
UC-Irvine,UCSB,66,62,0,4,2017-01-12
Louisiana Tech,Charlotte,79,73,0,6,2017-01-12
SMU,Cincinnati,64,66,1,-2,2017-01-12
UIC,Cleveland State,59,54,0,5,2017-01-12
UCLA,Colorado,104,89,0,15,2017-01-12
UNC Greensboro,ETSU,83,79,0,4,2017-01-12
Murray State,Eastern Illinois,83,72,0,11,2017-01-12
Tennessee State,Eastern Kentucky,63,49,0,14,2017-01-12
Hofstra,Elon,80,96,1,-16,2017-01-12
Clemson,Georgia Tech,63,75,1,-12,2017-01-12
Loyola Marymount,Gonzaga,55,93,1,-38,2017-01-12
Wright State,Green Bay,61,78,1,-17,2017-01-12
Central Arkansas,Houston Baptist,89,78,0,11,2017-01-12
Eastern Washington,Idaho State,92,85,0,7,2017-01-12
Purdue,Iowa,78,83,1,-5,2017-01-12
College of Charleston,James Madison,53,51,0,2,2017-01-12
Florida Gulf Coast,Kennesaw State,78,75,0,3,2017-01-12
Stetson,Lipscomb,68,94,1,-26,2017-01-12
Central Connecticut,LIU-Brooklyn,49,60,1,-11,2017-01-12
Notre Dame,Miami (FL),67,62,0,5,2017-01-12
Marshall,Middle Tennessee,57,69,1,-12,2017-01-12
Northern Kentucky,Milwaukee,58,68,1,-10,2017-01-12
Northern Colorado,Montana,68,89,1,-21,2017-01-12
North Dakota,Montana State,90,85,0,5,2017-01-12
Belmont,Morehead State,84,78,0,6,2017-01-12
Fairleigh Dickinson,Mount St. Mary's,70,77,1,-7,2017-01-12
Grand Canyon,New Mexico State,69,81,1,-12,2017-01-12
Sam Houston State,New Orleans,70,68,0,2,2017-01-12
Jacksonville,NJIT,82,81,0,1,2017-01-12
William & Mary,UNC Wilmington,77,101,1,-24,2017-01-12
Drexel,Northeastern,75,92,1,-17,2017-01-12
Nicholls State,Northwestern State,81,86,1,-5,2017-01-12
Southern Miss,Old Dominion,50,54,1,-4,2017-01-12
South Dakota State,Oral Roberts,88,94,1,-6,2017-01-12
Pepperdine,Pacific,74,79,1,-5,2017-01-12
Saint Mary's,Portland,74,33,0,41,2017-01-12
La Salle,Rhode Island,87,75,0,12,2017-01-12
Saint Francis (PA),Robert Morris,77,57,0,20,2017-01-12
Northwestern,Rutgers,69,60,0,9,2017-01-12
Santa Clara,San Diego,59,57,0,2,2017-01-12
UMKC,Seattle,84,68,0,16,2017-01-12
Quinnipiac,Siena,74,81,1,-7,2017-01-12
North Florida,USC Upstate,73,65,0,8,2017-01-12
Austin Peay,SIU-Edwardsville,83,81,0,2,2017-01-12
Sacramento State,Southern Utah,88,83,0,5,2017-01-12
Sacred Heart,St. Francis (NY),87,75,0,12,2017-01-12
Washington State,Stanford,54,84,1,-30,2017-01-12
Florida International,UTEP,87,88,1,-1,2017-01-12
Cal State Bakersfield,Texas-Rio Grande Valley,88,81,0,7,2017-01-12
Florida Atlantic,UTSA,63,68,1,-5,2017-01-12
Delaware,Towson,56,83,1,-27,2017-01-12
USC,Utah,64,86,1,-22,2017-01-12
Chicago State,Utah Valley,70,61,0,9,2017-01-12
Western Carolina,VMI,78,79,1,-1,2017-01-12
Idaho,Weber State,66,91,1,-25,2017-01-12
Ohio State,Wisconsin,66,89,1,-23,2017-01-12
Valparaiso,Youngstown State,78,62,0,16,2017-01-12
Toledo,Central Michigan,88,96,1,-8,2017-01-13
Rider,Manhattan,73,76,1,-3,2017-01-13
Detroit,Oakland,93,88,0,5,2017-01-13
Yale,Penn,68,60,0,8,2017-01-13
Brown,Princeton,66,97,1,-31,2017-01-13
UMBC,Vermont,72,81,1,-9,2017-01-13
Lamar,Abilene Christian,64,67,1,-3,2017-01-14
San Jose State,Air Force,89,85,0,4,2017-01-14
Alabama State,Alabama A&M,57,55,0,2,2017-01-14
Marshall,Alabama-Birmingham,78,94,1,-16,2017-01-14
Mississippi Valley State,Alcorn State,84,77,0,7,2017-01-14
Army,American,53,49,0,4,2017-01-14
Missouri,Arkansas,73,92,1,-19,2017-01-14
Arkansas State,Little Rock,77,72,0,5,2017-01-14
Northern Illinois,Bowling Green State,69,52,0,17,2017-01-14
Sacred Heart,Bryant,112,110,0,2,2017-01-14
Ball State,Buffalo,92,77,0,15,2017-01-14
Xavier,Butler,78,83,1,-5,2017-01-14
UC-Davis,Cal State Northridge,71,68,0,3,2017-01-14
Washington State,California,54,58,1,-4,2017-01-14
Cal State Fullerton,UC-Irvine,67,87,1,-20,2017-01-14
Cal Poly,UCSB,53,58,1,-5,2017-01-14
Winthrop,Campbell,72,63,0,9,2017-01-14
Marist,Canisius,58,91,1,-33,2017-01-14
Fairleigh Dickinson,Central Connecticut,59,47,0,12,2017-01-14
Houston,UCF,70,77,1,-7,2017-01-14
UNC Asheville,Charleston Southern,76,67,0,9,2017-01-14
Southern Miss,Charlotte,66,82,1,-16,2017-01-14
Samford,Citadel,98,90,0,8,2017-01-14
Virginia,Clemson,77,73,0,4,2017-01-14
Valparaiso,Cleveland State,78,67,0,11,2017-01-14
Appalachian State,Coastal Carolina,73,85,1,-12,2017-01-14
Bucknell,Colgate,83,69,0,14,2017-01-14
William & Mary,College of Charleston,67,77,1,-10,2017-01-14
New Mexico,Colorado State,84,71,0,13,2017-01-14
North Carolina A&T,Coppin State,73,75,1,-2,2017-01-14
Columbia,Cornell,79,75,0,4,2017-01-14
Truman State,Creighton,69,101,1,-32,2017-01-14
VCU,Davidson,63,69,1,-6,2017-01-14
Hampton,Delaware State,85,77,0,8,2017-01-14
North Dakota State,Denver,55,79,1,-24,2017-01-14
Delaware,Drexel,60,76,1,-16,2017-01-14
Dayton,Duquesne,76,57,0,19,2017-01-14
Western Carolina,ETSU,52,75,1,-23,2017-01-14
Austin Peay,Eastern Illinois,92,84,0,8,2017-01-14
Belmont,Eastern Kentucky,72,59,0,13,2017-01-14
Southern Illinois,Evansville,73,61,0,12,2017-01-14
Georgia,Florida,76,80,1,-4,2017-01-14
Boise State,Fresno State,80,89,1,-9,2017-01-14
Saint Louis,George Mason,63,56,0,7,2017-01-14
UConn,Georgetown,69,72,1,-3,2017-01-14
Saint Mary's,Gonzaga,56,79,1,-23,2017-01-14
Long Beach State,Hawaii,107,114,1,-7,2017-01-14
Presbyterian,High Point,44,77,1,-33,2017-01-14
Idaho,Idaho State,77,62,0,15,2017-01-14
Maryland,Illinois,62,56,0,6,2017-01-14
Wichita State,Illinois State,62,76,1,-14,2017-01-14
Houston Baptist,Incarnate Word,77,82,1,-5,2017-01-14
Bradley,Indiana State,71,81,1,-10,2017-01-14
Elon,James Madison,59,60,1,-1,2017-01-14
Oklahoma State,Kansas,80,87,1,-7,2017-01-14
Baylor,Kansas State,77,68,0,9,2017-01-14
Stetson,Kennesaw State,65,84,1,-19,2017-01-14
Auburn,Kentucky,72,92,1,-20,2017-01-14
Navy,Lafayette,88,51,0,37,2017-01-14
Holy Cross,Lehigh,51,68,1,-17,2017-01-14
Florida Gulf Coast,Lipscomb,84,80,0,4,2017-01-14
St. Francis (NY),LIU-Brooklyn,58,63,1,-5,2017-01-14
Gardner-Webb,Longwood,85,79,0,6,2017-01-14
Georgia Southern,Louisiana,81,76,0,5,2017-01-14
Georgia State,Louisiana-Monroe,73,65,0,8,2017-01-14
Alabama,LSU,81,66,0,15,2017-01-14
Duke,Louisville,69,78,1,-9,2017-01-14
Stony Brook,Maine,74,54,0,20,2017-01-14
DePaul,Marquette,58,83,1,-25,2017-01-14
Howard,Maryland-Eastern Shore,72,64,0,8,2017-01-14
Hartford,UMass-Lowell,55,71,1,-16,2017-01-14
South Florida,Memphis,56,62,1,-6,2017-01-14
Chattanooga,Mercer,70,68,0,2,2017-01-14
Akron,Miami (OH),74,70,0,4,2017-01-14
Nebraska,Michigan,85,91,1,-6,2017-01-14
Western Kentucky,Middle Tennessee,76,91,1,-15,2017-01-14
Wright State,Milwaukee,70,67,0,3,2017-01-14
Texas A&M,Mississippi State,59,67,1,-8,2017-01-14
North Dakota,Montana,70,76,1,-6,2017-01-14
Northern Colorado,Montana State,53,68,1,-15,2017-01-14
Tennessee State,Morehead State,85,87,1,-2,2017-01-14
Saint Francis (PA),Mount St. Mary's,72,78,1,-6,2017-01-14
Western Illinois,Omaha,72,86,1,-14,2017-01-14
Binghamton,New Hampshire,66,73,1,-7,2017-01-14
Cal State Bakersfield,New Mexico State,58,63,1,-5,2017-01-14
Monmouth,Niagara,90,83,0,7,2017-01-14
North Florida,NJIT,78,84,1,-6,2017-01-14
North Carolina Central,Norfolk State,72,57,0,15,2017-01-14
Florida State,UNC,83,96,1,-13,2017-01-14
Hofstra,UNC Wilmington,76,84,1,-8,2017-01-14
Sacramento State,Northern Arizona,74,62,0,12,2017-01-14
Sam Houston State,Northwestern State,77,68,0,9,2017-01-14
Eastern Michigan,Ohio,53,49,0,4,2017-01-14
Texas Tech,Oklahoma,75,84,1,-9,2017-01-14
Louisiana Tech,Old Dominion,75,63,0,12,2017-01-14
IUPUI,Oral Roberts,91,85,0,6,2017-01-14
Oregon State,Oregon,43,85,1,-42,2017-01-14
Minnesota,Penn State,50,52,1,-2,2017-01-14
Brown,Penn,82,70,0,12,2017-01-14
Santa Clara,Pepperdine,75,61,0,14,2017-01-14
Miami (FL),Pitt,72,46,0,26,2017-01-14
Loyola Marymount,Portland,79,78,0,1,2017-01-14
Jackson State,Prairie View,56,63,1,-7,2017-01-14
Yale,Princeton,58,66,1,-8,2017-01-14
Seton Hall,Providence,61,65,1,-4,2017-01-14
Iona,Quinnipiac,91,97,1,-6,2017-01-14
Liberty,Radford,71,64,0,7,2017-01-14
North Texas,Rice,79,101,1,-22,2017-01-14
Richmond,St. Joseph's,70,66,0,4,2017-01-14
BYU,San Diego,75,88,1,-13,2017-01-14
Utah State,San Diego State,55,74,1,-19,2017-01-14
Pacific,San Francisco,51,72,1,-21,2017-01-14
Florida A&M,Savannah State,88,93,1,-5,2017-01-14
Chicago State,Seattle,50,65,1,-15,2017-01-14
Texas State,South Alabama,67,72,1,-5,2017-01-14
Ole Miss,South Carolina,56,67,1,-11,2017-01-14
Bethune-Cookman,South Carolina State,74,78,1,-4,2017-01-14
Jacksonville,USC Upstate,66,73,1,-7,2017-01-14
Purdue-Fort Wayne,South Dakota,63,66,1,-3,2017-01-14
Arkansas-Pine Bluff,Southern,75,76,1,-1,2017-01-14
Murray State,SIU-Edwardsville,67,59,0,8,2017-01-14
Portland State,Southern Utah,88,77,0,11,2017-01-14
Fordham,St. Bonaventure,53,73,1,-20,2017-01-14
Villanova,St. John's (NY),70,57,0,13,2017-01-14
Washington,Stanford,69,76,1,-7,2017-01-14
Nicholls State,Stephen F. Austin,60,80,1,-20,2017-01-14
Boston College,Syracuse,53,76,1,-23,2017-01-14
Tulsa,Temple,70,68,0,2,2017-01-14
Southeast Missouri State,UT-Martin,69,79,1,-10,2017-01-14
Jacksonville State,Tennessee Tech,74,59,0,15,2017-01-14
West Virginia,Texas,74,72,0,2,2017-01-14
Central Arkansas,Texas A&M-Corpus Christi,81,88,1,-7,2017-01-14
Iowa State,TCU,77,84,1,-7,2017-01-14
Florida Atlantic,UTEP,65,66,1,-1,2017-01-14
Grand Canyon,Texas-Rio Grande Valley,79,66,0,13,2017-01-14
Florida International,UTSA,55,57,1,-2,2017-01-14
Grambling,Texas Southern,55,76,1,-21,2017-01-14
Northeastern,Towson,67,74,1,-7,2017-01-14
Texas-Arlington,Troy,71,93,1,-22,2017-01-14
UCLA,Utah,83,82,0,1,2017-01-14
UMKC,Utah Valley,76,86,1,-10,2017-01-14
Tennessee,Vanderbilt,87,75,0,12,2017-01-14
UNC Greensboro,VMI,91,82,0,9,2017-01-14
Notre Dame,Virginia Tech,76,71,0,5,2017-01-14
Robert Morris,Wagner,50,53,1,-3,2017-01-14
Eastern Washington,Weber State,67,70,1,-3,2017-01-14
Kent State,Western Michigan,88,92,1,-4,2017-01-14
