Road,Home,Road_score,Home_score,Home_w,margin,Date
George Washington,Cincinnati,56,61,1,-5,2015-11-28
Longwood,Columbia,70,69,0,1,2015-11-28
Towson,Coppin State,81,77,0,4,2015-11-28
Western Illinois,Creighton,67,97,1,-30,2015-11-28
Denison,Davidson,70,83,1,-13,2015-11-28
South Alabama,Denver,56,69,1,-13,2015-11-28
UIC,Drake,62,83,1,-21,2015-11-28
San Diego,Drexel,62,59,0,3,2015-11-28
UNC Wilmington,ETSU,94,73,0,21,2015-11-28
Green Bay,Eastern Illinois,81,72,0,9,2015-11-28
Southern Utah,Eastern Kentucky,85,98,1,-13,2015-11-28
Madonna,Eastern Michigan,63,79,1,-16,2015-11-28
Pacific,Eastern Washington,63,70,1,-7,2015-11-28
St. Peter's,Fairleigh Dickinson,62,77,1,-15,2015-11-28
Alcorn State,Florida A&M,71,73,1,-2,2015-11-28
Manhattan,Fordham,64,87,1,-23,2015-11-28
Wright State,George Mason,39,66,1,-27,2015-11-28
Bryant,Georgetown,47,77,1,-30,2015-11-28
Morgan State,High Point,72,82,1,-10,2015-11-28
Louisiana-Monroe,Houston,64,76,1,-12,2015-11-28
William & Mary,Howard,77,79,1,-2,2015-11-28
Northern Illinois,Idaho,66,59,0,7,2015-11-28
Iowa State,Illinois,84,73,0,11,2015-11-28
Navy,Jacksonville,71,65,0,6,2015-11-28
Tennessee State,Kennesaw State,56,49,0,7,2015-11-28
Saint Louis,Louisville,57,77,1,-20,2015-11-28
Cleveland State,Maryland,63,80,1,-17,2015-11-28
Colgate,UMBC,71,63,0,8,2015-11-28
Texas State,McNeese State,70,67,0,3,2015-11-28
UCF,Miami (OH),63,64,1,-1,2015-11-28
Toledo,Middle Tennessee,70,78,1,-8,2015-11-28
UT-Martin,Mississippi State,51,76,1,-25,2015-11-28
Robert Morris,Mississippi Valley State,67,64,0,3,2015-11-28
South Dakota State,UMKC,57,64,1,-7,2015-11-28
Southern Miss,Morehead State,46,61,1,-15,2015-11-28
Alabama A&M,Murray State,61,63,1,-2,2015-11-28
Prairie View,UNLV,62,80,1,-18,2015-11-28
American,New Hampshire,68,50,0,18,2015-11-28
Youngstown State,Niagara,88,70,0,18,2015-11-28
Loyola (IL),UNC Asheville,48,59,1,-11,2015-11-28
Purdue-Fort Wayne,UNC Greensboro,64,58,0,6,2015-11-28
Northern Iowa,North Dakota,97,51,0,46,2015-11-28
North Carolina A&T,North Dakota State,56,77,1,-21,2015-11-28
New Orleans,Northwestern,63,90,1,-27,2015-11-28
Detroit,Oral Roberts,95,100,1,-5,2015-11-28
Bucknell,Penn State,58,62,1,-4,2015-11-28
Kent State,Pitt,76,85,1,-9,2015-11-28
Southern Illinois,Portland,80,79,0,1,2015-11-28
Multnomah,Portland State,82,100,1,-18,2015-11-28
Wofford,Presbyterian,68,58,0,10,2015-11-28
Lehigh,Purdue,55,77,1,-22,2015-11-28
La Salle,Rowan,81,51,0,30,2015-11-28
South Dakota,Sacramento State,96,90,0,6,2015-11-28
Georgia,Seton Hall,62,69,1,-7,2015-11-28
Loyola (MD),Siena,82,90,1,-8,2015-11-28
Citadel,USC Upstate,88,81,0,7,2015-11-28
Loyola Marymount,Southeast Missouri State,73,60,0,13,2015-11-28
Hofstra,St. Bonaventure,89,83,0,6,2015-11-28
North Florida,St. Francis (NY),78,65,0,13,2015-11-28
Farmingdale State,Stony Brook,42,91,1,-49,2015-11-28
Nebraska,Tennessee,82,71,0,11,2015-11-28
Cincinnati-Clermont,Tennessee Tech,66,91,1,-25,2015-11-28
Colorado State,UTEP,90,99,1,-9,2015-11-28
Hawaii,Texas Tech,74,82,1,-8,2015-11-28
Little Rock,Tulsa,64,60,0,4,2015-11-28
UC-Davis,Utah Valley,82,70,0,12,2015-11-28
Old Dominion,VCU,67,76,1,-9,2015-11-28
Staten Island,Wagner,59,83,1,-24,2015-11-28
Texas Southern,Washington State,65,77,1,-12,2015-11-28
Montana State,Wyoming,68,82,1,-14,2015-11-28
Yale,Albany (NY),54,88,1,-34,2015-11-29
Stephen F. Austin,Appalachian State,94,84,0,10,2015-11-29
Boise State,Arizona,59,68,1,-9,2015-11-29
UCSB,Arizona State,68,70,1,-2,2015-11-29
Urbana,Bowling Green State,55,96,1,-41,2015-11-29
Maine,Central Connecticut,81,74,0,7,2015-11-29
Northern Colorado,Colorado,52,82,1,-30,2015-11-29
LIU-Brooklyn,Dartmouth,56,79,1,-23,2015-11-29
Xavier,Dayton,90,61,0,29,2015-11-29
Utah State,Duke,52,85,1,-33,2015-11-29
South Dakota,Eastern Washington,77,71,0,6,2015-11-29
UC-Irvine,Evansville,56,75,1,-19,2015-11-29
Ave Maria,Florida Gulf Coast,34,91,1,-57,2015-11-29
St. Francis (NY),Hartford,74,67,0,7,2015-11-29
Harvard,Holy Cross,49,50,1,-1,2015-11-29
Wichita State,Iowa,61,84,1,-23,2015-11-29
Navy,Purdue-Fort Wayne,75,53,0,22,2015-11-29
South Carolina State,Kansas State,66,68,1,-2,2015-11-29
Penn,Lafayette,86,92,1,-6,2015-11-29
UC-Riverside,Lamar,74,69,0,5,2015-11-29
Tulane,Liberty,72,51,0,21,2015-11-29
Jackson State,Marquette,61,80,1,-19,2015-11-29
Cornell,UMass-Lowell,77,80,1,-3,2015-11-29
Western Michigan,Mercer,65,68,1,-3,2015-11-29
USC,Monmouth,73,83,1,-10,2015-11-29
Maine-Fort Kent,NJIT,60,89,1,-29,2015-11-29
Jacksonville,UNC Greensboro,69,71,1,-2,2015-11-29
Alabama,Notre Dame,74,73,0,1,2015-11-29
Wisconsin,Oklahoma,48,65,1,-17,2015-11-29
Montana,Pepperdine,63,69,1,-6,2015-11-29
Michigan State,Providence,77,64,0,13,2015-11-29
Rider,Rhode Island,57,82,1,-25,2015-11-29
Texas-Arlington,Rice,92,74,0,18,2015-11-29
Pacific,Sacramento State,71,79,1,-8,2015-11-29
Cal State Bakersfield,Saint Mary's,59,94,1,-35,2015-11-29
Wiley,Sam Houston State,67,66,0,1,2015-11-29
Delaware State,San Francisco,47,67,1,-20,2015-11-29
Boston College,Santa Clara,45,62,1,-17,2015-11-29
Savannah State,South Florida,57,67,1,-10,2015-11-29
Brown,SMU,69,77,1,-8,2015-11-29
Delaware,Temple,50,69,1,-19,2015-11-29
Mississippi Valley State,Tennessee Tech,64,101,1,-37,2015-11-29
Texas-Permian Basin,UTSA,90,85,0,5,2015-11-29
Cal State Northridge,UCLA,45,77,1,-32,2015-11-29
Marist,Vermont,60,86,1,-26,2015-11-29
VMI,Campbell,65,66,1,-1,2015-11-30
McNeese State,Central Michigan,73,74,1,-1,2015-11-30
LSU,College of Charleston,58,70,1,-12,2015-11-30
Kennesaw State,Elon,93,103,1,-10,2015-11-30
Stetson,Florida International,81,75,0,6,2015-11-30
Bob Jones University,Georgia Southern,52,104,1,-52,2015-11-30
Selma University,Grambling,53,98,1,-45,2015-11-30
Hampton,Grand Canyon,51,63,1,-12,2015-11-30
Texas-Rio Grande Valley,Houston,65,78,1,-13,2015-11-30
Central Pennsylvania College,Howard,79,98,1,-19,2015-11-30
Alcorn State,Indiana,70,112,1,-42,2015-11-30
Illinois State,Kentucky,63,75,1,-12,2015-11-30
Chattanooga,Louisiana-Monroe,54,64,1,-10,2015-11-30
Clemson,Minnesota,83,89,1,-6,2015-11-30
Holy Names,Nevada,57,108,1,-51,2015-11-30
Bryant,New Hampshire,67,75,1,-8,2015-11-30
Northern Kentucky,North Carolina A&T,63,74,1,-11,2015-11-30
Trinity Baptist,North Florida,72,80,1,-8,2015-11-30
Norfolk State,Northern Arizona,70,66,0,4,2015-11-30
North Texas,Northern Iowa,70,93,1,-23,2015-11-30
Fresno State,Oregon,73,78,1,-5,2015-11-30
Fairleigh Dickinson,Princeton,61,91,1,-30,2015-11-30
James Madison,Radford,70,68,0,2,2015-11-30
Wake Forest,Rutgers,69,68,0,1,2015-11-30
Spring Hill,South Alabama,50,79,1,-29,2015-11-30
Western Carolina,South Carolina,53,76,1,-23,2015-11-30
Toccoa Falls,USC Upstate,54,101,1,-47,2015-11-30
Paul Quinn,Southern,63,96,1,-33,2015-11-30
Green Bay,SIU-Edwardsville,87,69,0,18,2015-11-30
Georgia State,Alabama-Birmingham,57,64,1,-7,2015-12-01
Northwestern State,Arkansas,78,117,1,-39,2015-12-01
Central Arkansas,Little Rock,73,79,1,-6,2015-12-01
IUPUI,Ball State,58,61,1,-3,2015-12-01
Lipscomb,Belmont,89,105,1,-16,2015-12-01
Colgate,Binghamton,50,69,1,-19,2015-12-01
Cal St Dominguez Hills,Cal State Fullerton,56,88,1,-32,2015-12-01
Seattle,California,52,66,1,-14,2015-12-01
Davidson,Charlotte,109,74,0,35,2015-12-01
Siena,Cornell,80,81,1,-1,2015-12-01
Bradley,Delaware,47,70,1,-23,2015-12-01
Mississippi Valley State,Duquesne,77,91,1,-14,2015-12-01
Florida Atlantic,East Carolina,48,74,1,-26,2015-12-01
Indiana State,Eastern Illinois,62,68,1,-6,2015-12-01
Alabama State,Evansville,56,88,1,-32,2015-12-01
Richmond,Florida,56,76,1,-20,2015-12-01
Piedmont,Furman,38,99,1,-61,2015-12-01
Maryland-Eastern Shore,Georgetown,49,68,1,-19,2015-12-01
Oakland,Georgia,82,86,1,-4,2015-12-01
Wofford,Georgia Tech,61,77,1,-16,2015-12-01
Fairfield,Iona,77,101,1,-24,2015-12-01
North Dakota State,Iowa State,64,84,1,-20,2015-12-01
Samford,Jacksonville State,77,71,0,6,2015-12-01
Loyola (MD),Kansas,61,94,1,-33,2015-12-01
San Diego State,Long Beach State,76,72,0,4,2015-12-01
Louisiana Tech,Memphis,68,94,1,-26,2015-12-01
Arkansas State,Missouri,78,88,1,-10,2015-12-01
UT-Martin,UMKC,70,74,1,-4,2015-12-01
Utah State,Missouri State,69,68,0,1,2015-12-01
American,Mount St. Mary's,56,81,1,-25,2015-12-01
Miami (FL),Nebraska,77,72,0,5,2015-12-01
Eastern Michigan,Omaha,80,73,0,7,2015-12-01
Oral Roberts,New Mexico,75,91,1,-16,2015-12-01
Louisiana College,Nicholls State,62,80,1,-18,2015-12-01
Maryland,UNC,81,89,1,-8,2015-12-01
Michigan,NC State,66,59,0,7,2015-12-01
Waldorf,North Dakota,58,78,1,-20,2015-12-01
Marshall,Ohio,70,85,1,-15,2015-12-01
Virginia,Ohio State,64,58,0,6,2015-12-01
Purdue,Pitt,72,59,0,13,2015-12-01
Albany (NY),Quinnipiac,58,54,0,4,2015-12-01
Villanova,St. Joseph's,86,72,0,14,2015-12-01
Eastern Washington,San Francisco,81,77,0,4,2015-12-01
Loyola (LA),Southeastern Louisiana,65,101,1,-36,2015-12-01
Texas-Arlington,Texas,73,80,1,-7,2015-12-01
Southern Miss,Troy,59,69,1,-10,2015-12-01
Montana State,Utah Valley,76,72,0,4,2015-12-01
Northwestern,Virginia Tech,81,79,0,2,2015-12-01
Pacific Union,Weber State,57,95,1,-38,2015-12-01
Eastern Kentucky,Western Kentucky,84,86,1,-2,2015-12-01
Old Dominion,William & Mary,48,55,1,-7,2015-12-01
Albion,Wright State,50,68,1,-18,2015-12-01
Citadel,Air Force,93,97,1,-4,2015-12-02
Coppin State,Akron,71,77,1,-6,2015-12-02
Prairie View,Baylor,41,80,1,-39,2015-12-02
Willamette,Boise State,36,100,1,-64,2015-12-02
Penn State,Boston College,67,58,0,9,2015-12-02
UMBC,Bowling Green State,64,72,1,-8,2015-12-02
Central Connecticut,Brown,64,82,1,-18,2015-12-02
Columbia,Bucknell,72,61,0,11,2015-12-02
St. Bonaventure,Buffalo,60,58,0,2,2015-12-02
Sacramento State,UC-Davis,61,66,1,-5,2015-12-02
Winthrop,Charleston Southern,83,82,0,1,2015-12-02
Butler,Cincinnati,78,76,0,2,2015-12-02
USC Upstate,Clemson,56,76,1,-20,2015-12-02
Auburn,Coastal Carolina,81,78,0,3,2015-12-02
Fort Lewis,Colorado,71,95,1,-24,2015-12-02
Sacred Heart,UConn,49,82,1,-33,2015-12-02
Arizona State,Creighton,79,77,0,2,2015-12-02
Vermont,Dartmouth,68,63,0,5,2015-12-02
Wyoming,Denver,68,52,0,16,2015-12-02
Indiana,Duke,74,94,1,-20,2015-12-02
St. John's (NY),Fordham,57,73,1,-16,2015-12-02
Seton Hall,George Washington,64,72,1,-8,2015-12-02
Arkansas-Pine Bluff,Hawaii,47,75,1,-28,2015-12-02
Longwood,High Point,66,90,1,-24,2015-12-02
Murray State,Houston,78,93,1,-15,2015-12-02
Rice,Houston Baptist,73,77,1,-4,2015-12-02
Cal State Bakersfield,Idaho,63,67,1,-4,2015-12-02
Notre Dame,Illinois,84,79,0,5,2015-12-02
DePaul,UIC,82,55,0,27,2015-12-02
Florida State,Iowa,75,78,1,-3,2015-12-02
Fisk,Jackson State,59,94,1,-35,2015-12-02
Florida Memorial,Jacksonville,73,92,1,-19,2015-12-02
Florida A&M,Kennesaw State,41,61,1,-20,2015-12-02
Hofstra,La Salle,84,80,0,4,2015-12-02
St. Francis (NY),Lafayette,69,62,0,7,2015-12-02
Texas-Rio Grande Valley,Lamar,60,83,1,-23,2015-12-02
North Florida,LSU,108,119,1,-11,2015-12-02
Army,Maine,84,71,0,13,2015-12-02
Grambling,Marquette,49,95,1,-46,2015-12-02
Boston University,UMass,69,99,1,-30,2015-12-02
Hiwassee,Mercer,47,82,1,-35,2015-12-02
Louisville,Michigan State,67,71,1,-4,2015-12-02
VCU,Middle Tennessee,62,56,0,6,2015-12-02
Texas Southern,Mississippi State,73,86,1,-13,2015-12-02
UTEP,New Mexico State,59,73,1,-14,2015-12-02
Mercy,Norfolk State,65,71,1,-6,2015-12-02
UNC Greensboro,North Carolina A&T,68,77,1,-9,2015-12-02
Coker,UNC Wilmington,73,93,1,-20,2015-12-02
Harvard,Northeastern,71,80,1,-9,2015-12-02
Hampton,Northern Arizona,98,94,0,4,2015-12-02
Chicago State,Northern Illinois,58,80,1,-22,2015-12-02
Tulsa,Oklahoma State,66,56,0,10,2015-12-02
Loyola Marymount,Oregon State,70,79,1,-9,2015-12-02
Navy,Penn,65,59,0,6,2015-12-02
Portland,Portland State,78,72,0,6,2015-12-02
Gardner-Webb,Presbyterian,87,76,0,11,2015-12-02
Hartford,Providence,66,89,1,-23,2015-12-02
Holy Cross,Rhode Island,56,74,1,-18,2015-12-02
St. Peter's,Rider,73,61,0,12,2015-12-02
Lehigh,Saint Francis (PA),73,84,1,-11,2015-12-02
Morehead State,Saint Louis,60,46,0,14,2015-12-02
Bethesda University (CA),San Diego,56,71,1,-15,2015-12-02
Antelope Valley,San Jose State,60,90,1,-30,2015-12-02
Georgia Southern,Savannah State,67,76,1,-9,2015-12-02
Wayne State (NE),South Dakota State,53,80,1,-27,2015-12-02
Southeast Missouri State,Southern Illinois,50,74,1,-24,2015-12-02
UCF,Stetson,94,85,0,9,2015-12-02
Wisconsin,Syracuse,66,58,0,8,2015-12-02
Fairleigh Dickinson,Temple,70,79,1,-9,2015-12-02
ETSU,Tennessee Tech,61,63,1,-2,2015-12-02
Florida Gulf Coast,Texas A&M,65,75,1,-10,2015-12-02
Austin Peay,Texas A&M-Corpus Christi,48,61,1,-13,2015-12-02
SMU,TCU,75,70,0,5,2015-12-02
UTSA,Texas State,53,76,1,-23,2015-12-02
Sam Houston State,Texas Tech,56,71,1,-15,2015-12-02
Cleveland State,Toledo,65,76,1,-11,2015-12-02
George Mason,Towson,54,75,1,-21,2015-12-02
New Orleans,Tulane,62,64,1,-2,2015-12-02
BYU,Utah,75,83,1,-8,2015-12-02
Detroit,Vanderbilt,52,102,1,-50,2015-12-02
Central Pennsylvania College,VMI,72,107,1,-35,2015-12-02
Morgan State,Wagner,61,62,1,-1,2015-12-02
Gonzaga,Washington State,69,60,0,9,2015-12-02
Silver Lake,Western Illinois,49,84,1,-35,2015-12-02
Bryant,Yale,40,79,1,-39,2015-12-02
Robert Morris,Youngstown State,58,65,1,-7,2015-12-02
New Hampshire,Abilene Christian,86,75,0,11,2015-12-03
Auburn Montgomery,Alabama State,78,80,1,-2,2015-12-03
Trinity Baptist,Bethune-Cookman,49,78,1,-29,2015-12-03
Purdue-Fort Wayne,Cal Poly,75,73,0,2,2015-12-03
Northern Colorado,UC-Riverside,66,77,1,-11,2015-12-03
USC,UCSB,75,63,0,12,2015-12-03
Long Beach State,Colorado State,83,77,0,6,2015-12-03
South Florida,Delaware,58,67,1,-9,2015-12-03
Master's,Fresno State,72,84,1,-12,2015-12-03
Central Michigan,Grand Canyon,72,75,1,-3,2015-12-03
Dallas Christian,Incarnate Word,71,108,1,-37,2015-12-03
Western Michigan,James Madison,57,63,1,-6,2015-12-03
UMass-Lowell,LIU-Brooklyn,72,84,1,-12,2015-12-03
Louisiana,Louisiana-Monroe,70,81,1,-11,2015-12-03
SIU-Edwardsville,Milwaukee,51,64,1,-13,2015-12-03
Mississippi Valley State,North Carolina Central,79,86,1,-7,2015-12-03
Central Arkansas,Oklahoma,68,111,1,-43,2015-12-03
Liberty,Radford,52,56,1,-4,2015-12-03
La Verne,Southern Utah,85,105,1,-20,2015-12-03
North Texas,Texas-Arlington,67,90,1,-23,2015-12-03
Kentucky,UCLA,77,87,1,-10,2015-12-03
Belmont,Valparaiso,57,61,1,-4,2015-12-03
Warren Wilson,Western Carolina,45,96,1,-51,2015-12-03
Kentucky Christian,Wofford,66,86,1,-20,2015-12-03
North Dakota State,Arkansas State,74,73,0,1,2015-12-04
Monmouth,Canisius,86,96,1,-10,2015-12-04
St. Joseph's,Columbia,80,78,0,2,2015-12-04
Pitt,Duquesne,96,75,0,21,2015-12-04
USC Upstate,East Carolina,71,82,1,-11,2015-12-04
Rider,Fairfield,70,74,1,-4,2015-12-04
Elon,Florida International,77,71,0,6,2015-12-04
Kansas State,Georgia,68,66,0,2,2015-12-04
Jackson State,Louisiana Tech,88,95,1,-7,2015-12-04
Iona,Marist,101,66,0,35,2015-12-04
Akron,Marshall,75,65,0,10,2015-12-04
Saint Francis (PA),Maryland,55,96,1,-41,2015-12-04
Northern Illinois,Missouri,71,78,1,-7,2015-12-04
San Francisco,Montana,50,82,1,-32,2015-12-04
Oregon,UNLV,69,80,1,-11,2015-12-04
Quinnipiac,Niagara,72,76,1,-4,2015-12-04
Delaware State,Old Dominion,38,82,1,-44,2015-12-04
UC-Irvine,Pacific,70,67,0,3,2015-12-04
UC-Davis,Saint Mary's,67,81,1,-14,2015-12-04
Cal State Fullerton,Seattle,70,61,0,9,2015-12-04
Manhattan,Siena,54,89,1,-35,2015-12-04
Southern,Southeastern Louisiana,73,69,0,4,2015-12-04
Alabama,Southern Miss,58,55,0,3,2015-12-04
Samford,Texas,49,59,1,-10,2015-12-04
Arkansas,Wake Forest,85,88,1,-3,2015-12-04
Georgia State,Wright State,59,46,0,13,2015-12-04
American,Youngstown State,60,56,0,4,2015-12-04
Texas A&M,Arizona State,54,67,1,-13,2015-12-05
New Orleans,Ball State,52,66,1,-14,2015-12-05
Drake,Bowling Green State,63,75,1,-12,2015-12-05
North Dakota,Bradley,65,59,0,6,2015-12-05
Weber State,BYU,68,73,1,-5,2015-12-05
Brown,Bryant,76,68,0,8,2015-12-05
Indiana State,Butler,71,85,1,-14,2015-12-05
Fresno State,Cal Poly,65,77,1,-12,2015-12-05
Northern Arizona,Cal State Bakersfield,55,72,1,-17,2015-12-05
Pepperdine,Cal State Northridge,70,55,0,15,2015-12-05
Quinnipiac,Canisius,78,76,0,2,2015-12-05
UIC,UCF,58,88,1,-30,2015-12-05
College of Charleston,Citadel,82,74,0,8,2015-12-05
Kent State,Cleveland State,66,62,0,4,2015-12-05
Hampton,Coppin State,74,71,0,3,2015-12-05
Lafayette,Cornell,67,85,1,-18,2015-12-05
Hartford,Dartmouth,65,74,1,-9,2015-12-05
North Florida,Dayton,71,86,1,-15,2015-12-05
Air Force,Denver,61,59,0,2,2015-12-05
Chicago State,DePaul,72,96,1,-24,2015-12-05
Northeastern,Detroit,73,76,1,-3,2015-12-05
Buffalo,Duke,59,82,1,-23,2015-12-05
Northern Kentucky,Eastern Illinois,73,79,1,-6,2015-12-05
South Carolina State,Florida A&M,79,67,0,12,2015-12-05
Central Connecticut,Fordham,54,86,1,-32,2015-12-05
High Point,Gardner-Webb,66,64,0,2,2015-12-05
Penn,George Mason,44,63,1,-19,2015-12-05
Syracuse,Georgetown,72,79,1,-7,2015-12-05
Arizona,Gonzaga,68,63,0,5,2015-12-05
Albany (NY),Holy Cross,88,84,0,4,2015-12-05
Little Rock,Idaho,64,54,0,10,2015-12-05
Western Carolina,Illinois,68,80,1,-12,2015-12-05
Alabama-Birmingham,Illinois State,74,61,0,13,2015-12-05
Morehead State,Indiana,59,92,1,-33,2015-12-05
UMKC,Iowa,75,95,1,-20,2015-12-05
Miami (OH),IUPUI,64,78,1,-14,2015-12-05
Jacksonville,Jacksonville State,86,82,0,4,2015-12-05
Harvard,Kansas,69,75,1,-6,2015-12-05
Drexel,La Salle,66,53,0,13,2015-12-05
Idaho State,Lamar,70,82,1,-12,2015-12-05
Rochester (MI),Lehigh,50,84,1,-34,2015-12-05
Charleston Southern,Liberty,68,61,0,7,2015-12-05
Tennessee Tech,Lipscomb,81,78,0,3,2015-12-05
New Mexico State,Long Beach State,53,67,1,-14,2015-12-05
UMBC,Longwood,70,59,0,11,2015-12-05
Grand Canyon,Louisville,63,111,1,-48,2015-12-05
Creighton,Loyola (IL),65,68,1,-3,2015-12-05
Maine,Marquette,67,104,1,-37,2015-12-05
Ole Miss,UMass,74,64,0,10,2015-12-05
Southeast Missouri State,Memphis,65,80,1,-15,2015-12-05
Alcorn State,Mercer,43,68,1,-25,2015-12-05
Charlotte,Miami (FL),60,88,1,-28,2015-12-05
Houston Baptist,Michigan,57,82,1,-25,2015-12-05
Binghamton,Michigan State,33,76,1,-43,2015-12-05
South Alabama,Middle Tennessee,55,68,1,-13,2015-12-05
South Dakota,Minnesota,85,81,0,4,2015-12-05
Loyola (MD),Mount St. Mary's,68,85,1,-17,2015-12-05
Evansville,Murray State,85,81,0,4,2015-12-05
Abilene Christian,Nebraska,63,73,1,-10,2015-12-05
Loyola (LA),Nicholls State,74,89,1,-15,2015-12-05
UMass-Lowell,NJIT,77,90,1,-13,2015-12-05
Johnson & Wales (NC),UNC Asheville,36,103,1,-67,2015-12-05
Howard,North Carolina A&T,63,66,1,-3,2015-12-05
Maryland-Eastern Shore,North Carolina Central,59,70,1,-11,2015-12-05
Bucknell,NC State,86,99,1,-13,2015-12-05
Southern Illinois,North Texas,95,63,0,32,2015-12-05
SIU-Edwardsville,Northwestern,56,81,1,-25,2015-12-05
VMI,Ohio State,62,89,1,-27,2015-12-05
Missouri State,Oklahoma State,64,63,0,1,2015-12-05
Nevada,Oregon State,62,66,1,-4,2015-12-05
Eastern Michigan,Penn State,70,81,1,-11,2015-12-05
Boise State,Portland,81,71,0,10,2015-12-05
New Mexico,Purdue,58,70,1,-12,2015-12-05
Providence,Rhode Island,74,72,0,2,2015-12-05
St. Edward's,Rice,72,93,1,-21,2015-12-05
Northern Iowa,Richmond,67,82,1,-15,2015-12-05
Oakland,Robert Morris,92,74,0,18,2015-12-05
Seton Hall,Rutgers,84,55,0,29,2015-12-05
Wichita State,Saint Louis,68,53,0,15,2015-12-05
San Jose State,Santa Clara,75,78,1,-3,2015-12-05
Eastern Kentucky,Savannah State,74,71,0,3,2015-12-05
South Florida,South Carolina,63,81,1,-18,2015-12-05
New Hampshire,SMU,44,98,1,-54,2015-12-05
Ohio,St. Bonaventure,68,81,1,-13,2015-12-05
Texas Southern,Stephen F. Austin,62,66,1,-4,2015-12-05
Princeton,Stony Brook,77,91,1,-14,2015-12-05
Stetson,Tennessee State,54,74,1,-20,2015-12-05
Texas State,Texas A&M-Corpus Christi,39,47,1,-8,2015-12-05
Colgate,TCU,49,76,1,-27,2015-12-05
Texas-Arlington,UTEP,76,62,0,14,2015-12-05
Sacred Heart,Towson,61,83,1,-22,2015-12-05
Austin Peay,Troy,80,71,0,9,2015-12-05
Georgia Tech,Tulane,76,68,0,8,2015-12-05
Oral Roberts,Tulsa,70,68,0,2,2015-12-05
Purdue-Fort Wayne,Utah,79,96,1,-17,2015-12-05
Southern Utah,Utah Valley,68,54,0,14,2015-12-05
William & Mary,Virginia,52,67,1,-15,2015-12-05
Arkansas-Pine Bluff,Virginia Tech,45,80,1,-35,2015-12-05
Kennesaw State,West Virginia,54,87,1,-33,2015-12-05
Presbyterian,Winthrop,70,74,1,-4,2015-12-05
Temple,Wisconsin,60,76,1,-16,2015-12-05
California,Wyoming,78,72,0,6,2015-12-05
Western Kentucky,Xavier,64,95,1,-31,2015-12-05
Vermont,Yale,54,72,1,-18,2015-12-05
Vanderbilt,Baylor,67,69,1,-2,2015-12-06
UMass-Lowell,Boston College,68,66,0,2,2015-12-06
Morgan State,Cincinnati,66,87,1,-21,2015-12-06
Wofford,Clemson,51,66,1,-15,2015-12-06
Radford,Coastal Carolina,58,63,1,-5,2015-12-06
Colorado,Colorado State,88,77,0,11,2015-12-06
Delaware,Columbia,69,82,1,-13,2015-12-06
Great Falls,Eastern Washington,64,104,1,-40,2015-12-06
Florida Gulf Coast,Florida International,84,76,0,8,2015-12-06
VCU,Florida State,71,76,1,-5,2015-12-06
Toledo,Green Bay,71,69,0,2,2015-12-06
Appalachian State,Hofstra,80,86,1,-6,2015-12-06
Marshall,James Madison,84,107,1,-23,2015-12-06
UC-Riverside,Loyola Marymount,76,77,1,-1,2015-12-06
Marist,Manhattan,75,70,0,5,2015-12-06
Omaha,Montana State,100,97,0,3,2015-12-06
Monmouth,Niagara,56,42,0,14,2015-12-06
Davidson,UNC,65,98,1,-33,2015-12-06
Central Arkansas,Pitt,47,100,1,-53,2015-12-06
UC-Irvine,Saint Mary's,60,70,1,-10,2015-12-06
Siena,St. Peter's,68,72,1,-4,2015-12-06
Sul Ross State,Sam Houston State,61,109,1,-48,2015-12-06
San Diego State,San Diego,48,53,1,-5,2015-12-06
Mississippi Valley State,Seattle,72,84,1,-12,2015-12-06
North Dakota State,Southern Miss,62,74,1,-12,2015-12-06
St. Francis (NY),St. John's (NY),56,63,1,-7,2015-12-06
Angelo State,Texas-Rio Grande Valley,75,76,1,-1,2015-12-06
Long Beach State,UCLA,76,83,1,-7,2015-12-06
American,Wagner,48,55,1,-7,2015-12-06
Cal State Fullerton,Washington,69,87,1,-18,2015-12-06
Portland State,Washington State,67,91,1,-24,2015-12-06
South Carolina State,Bethune-Cookman,54,69,1,-15,2015-12-07
VMI,Butler,66,93,1,-27,2015-12-07
Aquinas,Central Michigan,51,90,1,-39,2015-12-07
East Carolina,College of Charleston,73,77,1,-4,2015-12-07
Norfolk State,Coppin State,88,56,0,32,2015-12-07
Brown,Georgetown,57,74,1,-17,2015-12-07
Western Illinois,Iowa,56,90,1,-34,2015-12-07
Buffalo,Iowa State,63,84,1,-21,2015-12-07
Thomas University,Kennesaw State,59,69,1,-10,2015-12-07
Belmont,Lipscomb,93,84,0,9,2015-12-07
Oregon,Navy,67,47,0,20,2015-12-07
Kent State,NJIT,80,75,0,5,2015-12-07
Maryland-Eastern Shore,North Carolina A&T,74,80,1,-6,2015-12-07
Howard,North Carolina Central,71,69,0,2,2015-12-07
Binghamton,Oakland,72,83,1,-11,2015-12-07
Montreat,Presbyterian,69,93,1,-24,2015-12-07
IUPUI,Purdue,53,80,1,-27,2015-12-07
Incarnate Word,Sacramento State,70,73,1,-3,2015-12-07
Biola,San Diego State,53,73,1,-20,2015-12-07
Cal State Northridge,San Francisco,61,65,1,-4,2015-12-07
Idaho,USC,55,74,1,-19,2015-12-07
Oklahoma,Villanova,78,55,0,23,2015-12-07
Northeastern,Western Michigan,86,87,1,-1,2015-12-07
Evansville,Arkansas,76,89,1,-13,2015-12-08
