Road,Home,Road_score,Home_score,Home_w,margin,Date
Middle Tennessee,Tennessee State,74,66,0,8,2014-01-07
Kansas State,TCU,65,47,0,18,2014-01-07
Syracuse,Virginia Tech,72,52,0,20,2014-01-07
UMBC,Albany (NY),72,73,1,-1,2014-01-08
Loyola (MD),American,51,65,1,-14,2014-01-08
Akron,Ball State,72,68,0,4,2014-01-08
Eastern Michigan,Bowling Green State,56,51,0,5,2014-01-08
Missouri State,Bradley,68,65,0,3,2014-01-08
Northern Illinois,Buffalo,46,67,1,-21,2014-01-08
High Point,Campbell,71,74,1,-3,2014-01-08
Miami (OH),Central Michigan,77,70,0,7,2014-01-08
Coastal Carolina,Charleston Southern,58,70,1,-12,2014-01-08
Detroit,Cleveland State,63,73,1,-10,2014-01-08
Stony Brook,Columbia,63,68,1,-5,2014-01-08
Harvard,UConn,56,61,1,-5,2014-01-08
Hofstra,Delaware,79,86,1,-7,2014-01-08
Indiana State,Drake,77,73,0,4,2014-01-08
Fordham,Duquesne,81,87,1,-6,2014-01-08
Murray State,Eastern Kentucky,77,64,0,13,2014-01-08
Northern Iowa,Evansville,80,53,0,27,2014-01-08
St. Peter's,Fairfield,56,55,0,1,2014-01-08
South Carolina,Florida,58,74,1,-16,2014-01-08
Air Force,Fresno State,65,71,1,-6,2014-01-08
UNC Asheville,Gardner-Webb,81,77,0,4,2014-01-08
Colgate,Holy Cross,64,73,1,-9,2014-01-08
Ohio,Kent State,59,53,0,6,2014-01-08
Mississippi State,Kentucky,63,85,1,-22,2014-01-08
Bucknell,Lafayette,96,86,0,10,2014-01-08
Army,Lehigh,79,76,0,3,2014-01-08
Southern Illinois,Loyola (IL),71,67,0,4,2014-01-08
St. Joseph's,UMass,62,66,1,-4,2014-01-08
Georgia,Missouri,70,64,0,6,2014-01-08
Nevada,UNLV,74,71,0,3,2014-01-08
Miami (FL),UNC,63,57,0,6,2014-01-08
UNC Wilmington,Northeastern,68,79,1,-11,2014-01-08
Milwaukee,Oakland,84,75,0,9,2014-01-08
Kansas,Oklahoma,90,83,0,7,2014-01-08
Texas,Oklahoma State,74,87,1,-13,2014-01-08
Minnesota,Penn State,68,65,0,3,2014-01-08
Winthrop,Presbyterian,71,67,0,4,2014-01-08
Georgetown,Providence,52,70,1,-18,2014-01-08
Liberty,Radford,63,72,1,-9,2014-01-08
Boise State,San Diego State,66,69,1,-3,2014-01-08
Colorado State,San Jose State,66,64,0,2,2014-01-08
Villanova,Seton Hall,83,67,0,16,2014-01-08
Maryland-Eastern Shore,South Carolina State,71,78,1,-7,2014-01-08
Richmond,St. Bonaventure,70,84,1,-14,2014-01-08
Arkansas,Texas A&M,53,69,1,-16,2014-01-08
Wake Forest,Virginia,51,74,1,-23,2014-01-08
Longwood,VMI,72,95,1,-23,2014-01-08
Utah,Washington,57,59,1,-2,2014-01-08
Colorado,Washington State,71,70,0,1,2014-01-08
Toledo,Western Michigan,76,87,1,-11,2014-01-08
Illinois State,Wichita State,47,66,1,-19,2014-01-08
Drexel,William & Mary,73,85,1,-12,2014-01-08
Illinois,Wisconsin,70,95,1,-25,2014-01-08
New Mexico,Wyoming,72,69,0,3,2014-01-08
Vermont,Yale,67,59,0,8,2014-01-08
UNC Greensboro,Appalachian State,66,60,0,6,2014-01-09
South Alabama,Little Rock,60,65,1,-5,2014-01-09
Troy,Arkansas State,98,84,0,14,2014-01-09
New Hampshire,Binghamton,38,67,1,-29,2014-01-09
Pepperdine,BYU,72,84,1,-12,2014-01-09
Saint Francis (PA),Bryant,67,77,1,-10,2014-01-09
DePaul,Butler,99,94,0,5,2014-01-09
Hawaii,Cal Poly,65,77,1,-12,2014-01-09
Grand Canyon,Cal State Bakersfield,66,63,0,3,2014-01-09
UC-Riverside,Cal State Fullerton,73,78,1,-5,2014-01-09
UC-Davis,Cal State Northridge,77,89,1,-12,2014-01-09
Wagner,Central Connecticut,88,59,0,29,2014-01-09
Samford,Chattanooga,81,90,1,-9,2014-01-09
Florida State,Clemson,56,41,0,15,2014-01-09
Lipscomb,ETSU,82,80,0,2,2014-01-09
Montana,Eastern Washington,62,69,1,-7,2014-01-09
Mount St. Mary's,Fairleigh Dickinson,79,85,1,-6,2014-01-09
Davidson,Furman,73,56,0,17,2014-01-09
Maine,Hartford,65,80,1,-15,2014-01-09
Stephen F. Austin,Houston Baptist,77,50,0,27,2014-01-09
Northwestern,Iowa,67,93,1,-26,2014-01-09
North Dakota State,Purdue-Fort Wayne,71,82,1,-11,2014-01-09
South Dakota State,IUPUI,86,70,0,16,2014-01-09
Stetson,Jacksonville,75,88,1,-13,2014-01-09
SIU-Edwardsville,Jacksonville State,52,61,1,-9,2014-01-09
George Washington,La Salle,72,76,1,-4,2014-01-09
Nicholls State,Lamar,64,60,0,4,2014-01-09
UC-Irvine,Long Beach State,46,44,0,2,2014-01-09
Florida Atlantic,Louisiana Tech,64,84,1,-20,2014-01-09
Memphis,Louisville,73,67,0,6,2014-01-09
Auburn,Ole Miss,62,65,1,-3,2014-01-09
Michigan,Nebraska,71,70,0,1,2014-01-09
Seattle,New Mexico State,87,96,1,-9,2014-01-09
Abilene Christian,New Orleans,81,87,1,-6,2014-01-09
Idaho State,North Dakota,62,66,1,-4,2014-01-09
Florida Gulf Coast,North Florida,79,75,0,4,2014-01-09
Southern Miss,North Texas,74,64,0,10,2014-01-09
Sacramento State,Northern Arizona,65,75,1,-10,2014-01-09
Weber State,Northern Colorado,51,70,1,-19,2014-01-09
California,Oregon,96,83,0,13,2014-01-09
Stanford,Oregon State,72,81,1,-9,2014-01-09
San Francisco,Pacific,81,72,0,9,2014-01-09
Gonzaga,Portland,73,82,1,-9,2014-01-09
Montana State,Portland State,79,76,0,3,2014-01-09
Manhattan,Quinnipiac,76,81,1,-5,2014-01-09
Florida International,Rice,71,60,0,11,2014-01-09
Robert Morris,Sacred Heart,79,70,0,9,2014-01-09
Santa Clara,Saint Mary's,57,55,0,2,2014-01-09
McNeese State,Sam Houston State,81,86,1,-5,2014-01-09
Loyola Marymount,San Diego,67,74,1,-7,2014-01-09
Northern Kentucky,USC Upstate,64,73,1,-9,2014-01-09
Belmont,Southeast Missouri State,107,94,0,13,2014-01-09
Incarnate Word,Southeastern Louisiana,72,76,1,-4,2014-01-09
Arizona State,USC,79,60,0,19,2014-01-09
LIU-Brooklyn,St. Francis (NY),64,78,1,-14,2014-01-09
South Florida,Temple,82,75,0,7,2014-01-09
Eastern Illinois,Tennessee Tech,69,81,1,-12,2014-01-09
Northwestern State,Texas A&M-Corpus Christi,87,101,1,-14,2014-01-09
Louisiana-Monroe,Texas-Arlington,79,83,1,-4,2014-01-09
Charlotte,UTEP,73,68,0,5,2014-01-09
Idaho,Texas-Rio Grande Valley,86,85,0,1,2014-01-09
Marshall,UTSA,81,90,1,-9,2014-01-09
Tulane,Tulsa,71,97,1,-26,2014-01-09
Arizona,UCLA,79,75,0,4,2014-01-09
George Mason,VCU,57,71,1,-14,2014-01-09
Georgia State,Western Kentucky,77,54,0,23,2014-01-09
Citadel,Wofford,75,79,1,-4,2014-01-09
Marquette,Xavier,79,86,1,-7,2014-01-09
Rider,Canisius,91,94,1,-3,2014-01-10
Radford,High Point,81,72,0,9,2014-01-10
Fairfield,Iona,75,84,1,-9,2014-01-10
Kennesaw State,Mercer,46,83,1,-37,2014-01-10
Monmouth,Niagara,85,74,0,11,2014-01-10
Marist,Siena,58,67,1,-9,2014-01-10
Wright State,Valparaiso,62,45,0,17,2014-01-10
Arkansas-Pine Bluff,Alabama A&M,72,64,0,8,2014-01-11
Mississippi Valley State,Alabama State,62,93,1,-31,2014-01-11
Jackson State,Alcorn State,51,64,1,-13,2014-01-11
Florida,Arkansas,84,82,0,2,2014-01-11
Troy,Little Rock,75,62,0,13,2014-01-11
South Alabama,Arkansas State,60,72,1,-12,2014-01-11
Missouri,Auburn,70,68,0,2,2014-01-11
TCU,Baylor,62,88,1,-26,2014-01-11
North Carolina A&T,Bethune-Cookman,70,67,0,3,2014-01-11
UMass-Lowell,Binghamton,71,59,0,12,2014-01-11
Wyoming,Boise State,52,50,0,2,2014-01-11
Loyola Marymount,BYU,68,91,1,-23,2014-01-11
Daniel Webster,Brown,50,91,1,-41,2014-01-11
Robert Morris,Bryant,71,67,0,4,2014-01-11
Holy Cross,Bucknell,57,61,1,-4,2014-01-11
Eastern Michigan,Buffalo,66,76,1,-10,2014-01-11
Georgetown,Butler,70,67,0,3,2014-01-11
Hawaii,Cal State Northridge,78,79,1,-1,2014-01-11
UC-Irvine,UC-Riverside,72,52,0,20,2014-01-11
Cal Poly,UCSB,72,64,0,8,2014-01-11
Saint Francis (PA),Central Connecticut,75,67,0,8,2014-01-11
Wofford,Chattanooga,69,70,1,-1,2014-01-11
Rutgers,Cincinnati,51,71,1,-20,2014-01-11
Duke,Clemson,59,72,1,-13,2014-01-11
American,Colgate,69,62,0,7,2014-01-11
Fresno State,Colorado State,57,76,1,-19,2014-01-11
Central Pennsylvania College,Columbia,78,104,1,-26,2014-01-11
UCF,UConn,61,84,1,-23,2014-01-11
Savannah State,Coppin State,75,53,0,22,2014-01-11
Oberlin,Cornell,55,77,1,-22,2014-01-11
Appalachian State,Davidson,66,78,1,-12,2014-01-11
Saint Louis,Dayton,67,59,0,8,2014-01-11
Hampton,Delaware State,73,60,0,13,2014-01-11
Oakland,Detroit,77,69,0,8,2014-01-11
Northeastern,Drexel,88,93,1,-5,2014-01-11
Old Dominion,East Carolina,81,70,0,11,2014-01-11
Northern Kentucky,ETSU,65,74,1,-9,2014-01-11
Montana State,Eastern Washington,72,77,1,-5,2014-01-11
Citadel,Elon,65,74,1,-9,2014-01-11
North Carolina Central,Florida A&M,60,63,1,-3,2014-01-11
Richmond,Fordham,77,74,0,3,2014-01-11
Coastal Carolina,Gardner-Webb,81,69,0,12,2014-01-11
St. Joseph's,George Mason,84,80,0,4,2014-01-11
Rhode Island,George Washington,56,69,1,-13,2014-01-11
Alabama,Georgia,58,66,1,-8,2014-01-11
Western Carolina,Georgia Southern,68,67,0,1,2014-01-11
Notre Dame,Georgia Tech,69,74,1,-5,2014-01-11
Dartmouth,Harvard,45,61,1,-16,2014-01-11
College of Charleston,Hofstra,71,75,1,-4,2014-01-11
Northwestern State,Houston Baptist,97,98,1,-1,2014-01-11
Loyola (IL),Illinois State,50,59,1,-9,2014-01-11
Bradley,Indiana State,59,62,1,-3,2014-01-11
South Dakota State,Purdue-Fort Wayne,75,82,1,-7,2014-01-11
North Dakota State,IUPUI,87,64,0,23,2014-01-11
Florida Gulf Coast,Jacksonville,69,76,1,-7,2014-01-11
Eastern Illinois,Jacksonville State,56,48,0,8,2014-01-11
Delaware,James Madison,78,74,0,4,2014-01-11
Kansas State,Kansas,60,86,1,-26,2014-01-11
Ball State,Kent State,74,86,1,-12,2014-01-11
Boston University,Lafayette,89,78,0,11,2014-01-11
McNeese State,Lamar,74,59,0,15,2014-01-11
UC-Davis,Long Beach State,74,99,1,-25,2014-01-11
Campbell,Longwood,75,67,0,8,2014-01-11
Texas-Arlington,Louisiana,70,90,1,-20,2014-01-11
Texas State,Louisiana-Monroe,61,36,0,25,2014-01-11
Florida International,Louisiana Tech,51,85,1,-34,2014-01-11
Lehigh,Loyola (MD),68,72,1,-4,2014-01-11
Seton Hall,Marquette,66,67,1,-1,2014-01-11
Maine,UMBC,76,79,1,-3,2014-01-11
Norfolk State,Maryland-Eastern Shore,66,62,0,4,2014-01-11
St. Bonaventure,UMass,68,73,1,-5,2014-01-11
Western Michigan,Miami (OH),78,77,0,1,2014-01-11
Minnesota,Michigan State,75,87,1,-12,2014-01-11
Alabama-Birmingham,Middle Tennessee,84,89,1,-5,2014-01-11
Ole Miss,Mississippi State,72,76,1,-4,2014-01-11
Chicago State,UMKC,68,66,0,2,2014-01-11
Wichita State,Missouri State,72,69,0,3,2014-01-11
Eastern Kentucky,Morehead State,76,65,0,11,2014-01-11
South Carolina State,Morgan State,56,73,1,-17,2014-01-11
St. Francis (NY),Mount St. Mary's,82,88,1,-6,2014-01-11
Austin Peay,Murray State,67,89,1,-22,2014-01-11
Army,Navy,60,55,0,5,2014-01-11
Utah State,Nevada,54,62,1,-8,2014-01-11
Idaho,New Mexico State,54,78,1,-24,2014-01-11
Incarnate Word,New Orleans,78,55,0,23,2014-01-11
Presbyterian,UNC Asheville,70,84,1,-14,2014-01-11
Virginia,NC State,76,45,0,31,2014-01-11
Weber State,North Dakota,72,60,0,12,2014-01-11
Stetson,North Florida,60,74,1,-14,2014-01-11
Tulane,North Texas,73,62,0,11,2014-01-11
Idaho State,Northern Colorado,75,82,1,-7,2014-01-11
Drake,Northern Iowa,66,76,1,-10,2014-01-11
Iowa State,Oklahoma,82,87,1,-5,2014-01-11
Central Arkansas,Oral Roberts,80,93,1,-13,2014-01-11
California,Oregon State,88,83,0,5,2014-01-11
Santa Clara,Pacific,68,80,1,-12,2014-01-11
Indiana,Penn State,79,76,0,3,2014-01-11
Princeton,Penn,74,77,1,-3,2014-01-11
Wake Forest,Pitt,65,80,1,-15,2014-01-11
Montana,Portland State,78,81,1,-3,2014-01-11
Florida Atlantic,Rice,73,68,0,5,2014-01-11
Fairleigh Dickinson,Sacred Heart,67,71,1,-4,2014-01-11
San Francisco,Saint Mary's,73,88,1,-15,2014-01-11
Nicholls State,Sam Houston State,61,88,1,-27,2014-01-11
Furman,Samford,55,57,1,-2,2014-01-11
Pepperdine,San Diego,69,65,0,4,2014-01-11
New Mexico,San Jose State,69,65,0,4,2014-01-11
LSU,South Carolina,71,68,0,3,2014-01-11
Lipscomb,USC Upstate,70,84,1,-14,2014-01-11
Denver,South Dakota,54,59,1,-5,2014-01-11
Tennessee State,Southeast Missouri State,94,102,1,-8,2014-01-11
Abilene Christian,Southeastern Louisiana,77,85,1,-8,2014-01-11
Grambling,Southern,49,73,1,-24,2014-01-11
Evansville,Southern Illinois,75,69,0,6,2014-01-11
Sacramento State,Southern Utah,77,49,0,28,2014-01-11
Villanova,St. John's (NY),74,67,0,7,2014-01-11
UNC,Syracuse,45,57,1,-12,2014-01-11
Memphis,Temple,79,69,0,10,2014-01-11
Texas A&M,Tennessee,57,56,0,1,2014-01-11
Belmont,UT-Martin,87,72,0,15,2014-01-11
SIU-Edwardsville,Tennessee Tech,63,64,1,-1,2014-01-11
Texas Tech,Texas,64,67,1,-3,2014-01-11
Stephen F. Austin,Texas A&M-Corpus Christi,80,70,0,10,2014-01-11
Marshall,UTEP,56,66,1,-10,2014-01-11
Seattle,Texas-Rio Grande Valley,64,46,0,18,2014-01-11
Charlotte,UTSA,77,85,1,-8,2014-01-11
Prairie View,Texas Southern,83,87,1,-4,2014-01-11
Central Michigan,Toledo,71,86,1,-15,2014-01-11
UNC Wilmington,Towson,53,60,1,-7,2014-01-11
Grand Canyon,Utah Valley,58,65,1,-7,2014-01-11
Kentucky,Vanderbilt,71,62,0,9,2014-01-11
Albany (NY),Vermont,38,68,1,-30,2014-01-11
Liberty,VMI,85,80,0,5,2014-01-11
Boston College,Virginia Tech,62,59,0,3,2014-01-11
LIU-Brooklyn,Wagner,70,84,1,-14,2014-01-11
Oklahoma State,West Virginia,73,72,0,1,2014-01-11
Omaha,Western Illinois,72,79,1,-7,2014-01-11
Charleston Southern,Winthrop,68,85,1,-17,2014-01-11
Baruch College,Yale,49,88,1,-39,2014-01-11
San Diego State,Air Force,79,72,0,7,2014-01-12
Northern Illinois,Bowling Green State,45,36,0,9,2014-01-12
Monmouth,Canisius,67,87,1,-20,2014-01-12
Xavier,Creighton,89,95,1,-6,2014-01-12
La Salle,Duquesne,75,56,0,19,2014-01-12
Maryland,Florida State,61,85,1,-24,2014-01-12
Stony Brook,Hartford,73,50,0,23,2014-01-12
SMU,Louisville,63,71,1,-8,2014-01-12
Marist,Manhattan,79,86,1,-7,2014-01-12
Green Bay,Milwaukee,93,86,0,7,2014-01-12
Rider,Niagara,90,78,0,12,2014-01-12
Illinois,Northwestern,43,49,1,-6,2014-01-12
Akron,Ohio,83,80,0,3,2014-01-12
Iowa,Ohio State,84,74,0,10,2014-01-12
Stanford,Oregon,82,80,0,2,2014-01-12
Nebraska,Purdue,64,70,1,-6,2014-01-12
Quinnipiac,St. Peter's,67,74,1,-7,2014-01-12
Iona,Siena,87,78,0,9,2014-01-12
Arizona,USC,73,53,0,20,2014-01-12
Southern Miss,Tulsa,71,75,1,-4,2014-01-12
Arizona State,UCLA,72,87,1,-15,2014-01-12
Colorado,Washington,54,71,1,-17,2014-01-12
Utah,Washington State,46,49,1,-3,2014-01-12
UIC,Wright State,53,58,1,-5,2014-01-12
Mississippi Valley State,Alabama A&M,59,68,1,-9,2014-01-13
Arkansas-Pine Bluff,Alabama State,64,77,1,-13,2014-01-13
Grambling,Alcorn State,56,64,1,-8,2014-01-13
North Carolina Central,Bethune-Cookman,64,49,0,15,2014-01-13
Syracuse,Boston College,69,59,0,10,2014-01-13
South Carolina State,Coppin State,69,75,1,-6,2014-01-13
Norfolk State,Delaware State,58,56,0,2,2014-01-13
Virginia,Duke,65,69,1,-4,2014-01-13
North Carolina A&T,Florida A&M,66,76,1,-10,2014-01-13
Savannah State,Howard,56,54,0,2,2014-01-13
Kansas,Iowa State,77,70,0,7,2014-01-13
Texas State,Louisiana,58,81,1,-23,2014-01-13
Lafayette,Loyola (MD),63,77,1,-14,2014-01-13
CCNY,NJIT,60,99,1,-39,2014-01-13
College of Charleston,Northeastern,58,49,0,9,2014-01-13
Jackson State,Southern,36,60,1,-24,2014-01-13
Northern Arizona,Southern Utah,70,36,0,34,2014-01-13
Tennessee State,UT-Martin,81,100,1,-19,2014-01-13
Texas,West Virginia,80,69,0,11,2014-01-13
Cleveland State,Youngstown State,66,67,1,-1,2014-01-13
Kentucky,Arkansas,85,87,1,-2,2014-01-14
Temple,Cincinnati,58,69,1,-11,2014-01-14
Butler,Creighton,60,88,1,-28,2014-01-14
St. John's (NY),DePaul,75,77,1,-2,2014-01-14
Towson,Drexel,80,68,0,12,2014-01-14
Western Michigan,Eastern Michigan,37,56,1,-19,2014-01-14
Georgia,Florida,50,72,1,-22,2014-01-14
VCU,George Washington,66,76,1,-10,2014-01-14
Pitt,Georgia Tech,81,74,0,7,2014-01-14
Wisconsin,Indiana,72,75,1,-3,2014-01-14
Oklahoma,Kansas State,66,72,1,-6,2014-01-14
Campbell,Liberty,68,71,1,-3,2014-01-14
Penn State,Michigan,67,80,1,-13,2014-01-14
Boise State,Nevada,74,65,0,9,2014-01-14
Northern Iowa,Southern Illinois,66,68,1,-2,2014-01-14
Bradley,Wichita State,50,72,1,-22,2014-01-14
San Jose State,Air Force,62,77,1,-15,2014-01-15
Miami (OH),Akron,52,59,1,-7,2014-01-15
Mississippi State,Alabama,61,80,1,-19,2014-01-15
Holy Cross,Army,78,75,0,3,2014-01-15
Colgate,Boston University,58,66,1,-8,2014-01-15
Central Michigan,Bowling Green State,57,67,1,-10,2014-01-15
Washington,California,56,82,1,-26,2014-01-15
Presbyterian,Charleston Southern,58,95,1,-37,2014-01-15
UNC Asheville,Coastal Carolina,78,81,1,-3,2014-01-15
William & Mary,Delaware,71,76,1,-5,2014-01-15
Valparaiso,Detroit,78,70,0,8,2014-01-15
Dayton,Fordham,80,68,0,12,2014-01-15
UMass,George Mason,88,87,0,1,2014-01-15
Longwood,High Point,75,83,1,-8,2014-01-15
Purdue,Illinois,66,58,0,8,2014-01-15
Evansville,Illinois State,78,79,1,-1,2014-01-15
Missouri State,Indiana State,55,70,1,-15,2014-01-15
Northeastern,James Madison,56,52,0,4,2014-01-15
Rhode Island,La Salle,62,72,1,-10,2014-01-15
American,Lehigh,65,63,0,2,2014-01-15
Drake,Loyola (IL),60,70,1,-10,2014-01-15
Notre Dame,Maryland,66,74,1,-8,2014-01-15
Albany (NY),UMass-Lowell,66,70,1,-4,2014-01-15
Florida State,Miami (FL),63,53,0,10,2014-01-15
LSU,Ole Miss,74,88,1,-14,2014-01-15
Bucknell,Navy,61,62,1,-1,2014-01-15
UMBC,New Hampshire,42,56,1,-14,2014-01-15
UNLV,New Mexico,76,73,0,3,2014-01-15
Hofstra,UNC Wilmington,69,64,0,5,2014-01-15
Kent State,Northern Illinois,73,64,0,9,2014-01-15
Michigan State,Northwestern,54,40,0,14,2014-01-15
Ball State,Ohio,51,71,1,-20,2014-01-15
TCU,Oklahoma State,50,82,1,-32,2014-01-15
VMI,Radford,101,88,0,13,2014-01-15
UCF,Rutgers,75,85,1,-10,2014-01-15
Duquesne,St. Joseph's,75,84,1,-9,2014-01-15
St. Bonaventure,Saint Louis,60,66,1,-6,2014-01-15
Fresno State,San Diego State,60,68,1,-8,2014-01-15
South Florida,SMU,54,71,1,-17,2014-01-15
Washington State,Stanford,48,80,1,-32,2014-01-15
Binghamton,Stony Brook,47,67,1,-20,2014-01-15
Auburn,Tennessee,67,78,1,-11,2014-01-15
South Carolina,Texas A&M,67,75,1,-8,2014-01-15
Baylor,Texas Tech,72,82,1,-10,2014-01-15
Buffalo,Toledo,65,67,1,-2,2014-01-15
Colorado State,Utah State,50,57,1,-7,2014-01-15
Clemson,Virginia Tech,56,49,0,7,2014-01-15
NC State,Wake Forest,69,70,1,-1,2014-01-15
Gardner-Webb,Winthrop,56,51,0,5,2014-01-15
Georgetown,Xavier,67,80,1,-13,2014-01-15
Oral Roberts,Abilene Christian,82,59,0,23,2014-01-16
UTSA,Alabama-Birmingham,65,78,1,-13,2014-01-16
Chattanooga,Appalachian State,80,70,0,10,2014-01-16
Arizona State,Arizona,68,91,1,-23,2014-01-16
Sacred Heart,Bryant,70,85,1,-15,2014-01-16
Cal State Northridge,Cal Poly,52,62,1,-10,2014-01-16
UC-Riverside,UC-Davis,81,69,0,12,2014-01-16
Cal State Fullerton,UC-Irvine,54,72,1,-18,2014-01-16
Long Beach State,UCSB,51,64,1,-13,2014-01-16
St. Francis (NY),Central Connecticut,76,66,0,10,2014-01-16
Tulsa,Charlotte,86,90,1,-4,2014-01-16
New Mexico State,Chicago State,81,86,1,-5,2014-01-16
Oakland,Cleveland State,76,86,1,-10,2014-01-16
UCLA,Colorado,69,56,0,13,2014-01-16
Elon,Davidson,87,85,0,2,2014-01-16
Purdue-Fort Wayne,Denver,67,64,0,3,2014-01-16
Murray State,Eastern Illinois,70,66,0,4,2014-01-16
Belmont,Eastern Kentucky,63,74,1,-11,2014-01-16
Niagara,Fairfield,67,63,0,4,2014-01-16
East Carolina,Florida Atlantic,67,78,1,-11,2014-01-16
USC Upstate,Florida Gulf Coast,60,63,1,-3,2014-01-16
Old Dominion,Florida International,52,36,0,16,2014-01-16
Furman,Georgia Southern,81,88,1,-7,2014-01-16
Arkansas State,Georgia State,72,73,1,-1,2014-01-16
Utah Valley,Idaho,71,66,0,5,2014-01-16
Southern Utah,Idaho State,45,60,1,-15,2014-01-16
Milwaukee,UIC,67,63,0,4,2014-01-16
Central Arkansas,Incarnate Word,72,87,1,-15,2014-01-16
Tennessee State,Jacksonville State,64,70,1,-6,2014-01-16
Kennesaw State,Lipscomb,83,88,1,-5,2014-01-16
Fairleigh Dickinson,LIU-Brooklyn,89,67,0,22,2014-01-16
Houston,Louisville,52,91,1,-39,2014-01-16
Portland,Loyola Marymount,71,57,0,14,2014-01-16
Vermont,Maine,83,46,0,37,2014-01-16
Siena,Manhattan,68,90,1,-22,2014-01-16
North Texas,Marshall,80,65,0,15,2014-01-16
Texas A&M-Corpus Christi,McNeese State,77,61,0,16,2014-01-16
UConn,Memphis,83,73,0,10,2014-01-16
UTEP,Middle Tennessee,63,54,0,9,2014-01-16
Ohio State,Minnesota,53,63,1,-10,2014-01-16
Texas-Rio Grande Valley,UMKC,78,66,0,12,2014-01-16
North Dakota,Montana,71,84,1,-13,2014-01-16
Northern Colorado,Montana State,55,70,1,-15,2014-01-16
Southeast Missouri State,Morehead State,67,80,1,-13,2014-01-16
Wagner,Mount St. Mary's,80,89,1,-9,2014-01-16
Lamar,New Orleans,55,77,1,-22,2014-01-16
Houston Baptist,Nicholls State,64,66,1,-2,2014-01-16
NJIT,North Carolina Central,55,71,1,-16,2014-01-16
Citadel,UNC Greensboro,65,69,1,-4,2014-01-16
Omaha,North Dakota State,69,91,1,-22,2014-01-16
Eastern Washington,Northern Arizona,65,84,1,-19,2014-01-16
Mercer,Northern Kentucky,74,58,0,16,2014-01-16
Stephen F. Austin,Northwestern State,74,58,0,16,2014-01-16
Gonzaga,Pepperdine,70,53,0,17,2014-01-16
Monmouth,Quinnipiac,61,70,1,-9,2014-01-16
St. Peter's,Rider,77,69,0,8,2014-01-16
Saint Francis (PA),Robert Morris,68,73,1,-5,2014-01-16
Portland State,Sacramento State,68,64,0,4,2014-01-16
BYU,San Francisco,83,76,0,7,2014-01-16
San Diego,Santa Clara,69,66,0,3,2014-01-16
Cal State Bakersfield,Seattle,61,57,0,4,2014-01-16
Louisiana,South Alabama,73,81,1,-8,2014-01-16
IUPUI,South Dakota,57,69,1,-12,2014-01-16
Western Illinois,South Dakota State,55,64,1,-9,2014-01-16
Sam Houston State,Southeastern Louisiana,85,78,0,7,2014-01-16
Austin Peay,SIU-Edwardsville,67,71,1,-4,2014-01-16
Rice,Southern Miss,62,84,1,-22,2014-01-16
Providence,St. John's (NY),84,83,0,1,2014-01-16
ETSU,Stetson,58,64,1,-6,2014-01-16
Louisiana-Monroe,Troy,75,64,0,11,2014-01-16
Louisiana Tech,Tulane,73,45,0,28,2014-01-16
USC,Utah,66,84,1,-18,2014-01-16
Missouri,Vanderbilt,75,78,1,-3,2014-01-16
Little Rock,Western Kentucky,87,83,0,4,2014-01-16
Southern Illinois,Bradley,60,66,1,-6,2014-01-17
Canisius,Iona,85,83,0,2,2014-01-17
Jacksonville,North Florida,82,86,1,-4,2014-01-17
Green Bay,Wright State,79,69,0,10,2014-01-17
Central Arkansas,Abilene Christian,72,73,1,-1,2014-01-18
Toledo,Akron,75,61,0,14,2014-01-18
UTEP,Alabama-Birmingham,63,61,0,2,2014-01-18
Alabama A&M,Alabama State,58,67,1,-9,2014-01-18
Mississippi Valley State,Alcorn State,53,65,1,-12,2014-01-18
Lafayette,American,61,66,1,-5,2014-01-18
Georgia Southern,Appalachian State,68,81,1,-13,2014-01-18
Southern,Arkansas-Pine Bluff,60,56,0,4,2014-01-18
Florida,Auburn,68,61,0,7,2014-01-18
Miami (OH),Ball State,64,52,0,12,2014-01-18
Oklahoma,Baylor,66,64,0,2,2014-01-18
Utah State,Boise State,74,78,1,-4,2014-01-18
Kent State,Buffalo,60,71,1,-11,2014-01-18
Marquette,Butler,57,69,1,-12,2014-01-18
Long Beach State,Cal Poly,63,62,0,1,2014-01-18
UCSB,Cal State Northridge,79,69,0,10,2014-01-18
Washington State,California,55,76,1,-21,2014-01-18
Cal State Fullerton,UC-Davis,61,69,1,-8,2014-01-18
VMI,Campbell,93,97,1,-4,2014-01-18
LIU-Brooklyn,Central Connecticut,62,61,0,1,2014-01-18
SMU,UCF,58,46,0,12,2014-01-18
Eastern Michigan,Central Michigan,72,59,0,13,2014-01-18
UNC Asheville,Charleston Southern,80,76,0,4,2014-01-18
North Texas,Charlotte,74,76,1,-2,2014-01-18
Texas-Rio Grande Valley,Chicago State,84,61,0,23,2014-01-18
Furman,Citadel,76,71,0,5,2014-01-18
Wake Forest,Clemson,53,61,1,-8,2014-01-18
Winthrop,Coastal Carolina,73,72,0,1,2014-01-18
Navy,Colgate,41,63,1,-22,2014-01-18
USC,Colorado,62,83,1,-21,2014-01-18
Air Force,Colorado State,68,74,1,-6,2014-01-18
Cornell,Columbia,61,71,1,-10,2014-01-18
Louisville,UConn,76,64,0,12,2014-01-18
IUPUI,Denver,45,66,1,-21,2014-01-18
Illinois State,Drake,77,63,0,14,2014-01-18
NC State,Duke,60,95,1,-35,2014-01-18
